type	by	post_id	post_link	post_message	picture	full_picture	link	link_domain	post_published	post_published_unix	post_published_sql	likes_count_fb	comments_count_fb	reactions_count_fb	shares_count_fb	engagement_fb	comments_retrieved	comments_base	comments_replies	comment_likes_count	rea_NONE	rea_LIKE	rea_LOVE	rea_WOW	rea_HAHA	rea_SAD	rea_ANGRY	rea_THANKFUL
photo	post_page_416907625028840	416907625028840_1449716355081290	https://www.facebook.com/416907625028840/posts/1449716355081290	O governador Fernando Pimentel anunciou a criação de bases comunitárias da Polícia Militar em toda a capital mineira. Divulgada hoje  após reunião com o prefeito Alexandre Kalil  a medida faz parte da integração dos trabalhos entre Governo do Estado e Prefeitura de Belo Horizonte para a redução dos índices de criminalidade na cidade. Confira: https://goo.gl/onQdRx  #DefesaSocial #Integração #BeloHorizonte  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16195566_1449716355081290_3832967560081188440_n.png?oh=9766928b22b19a90891f05ea0e72bd96&oe=5907CE5E	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16195566_1449716355081290_3832967560081188440_n.png?oh=828a47237f1ba293789bc6542a435a96&oe=5914E14B	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1449716355081290/?type=3	facebook.com	2017-01-23T19:01:03+0000	1485198063	2017-01-23 20:01:03	74	96	97	19	212	34	34	0	112	0	73	2	0	1	1	19	0
photo	post_page_416907625028840	416907625028840_1449644888421770	https://www.facebook.com/416907625028840/posts/1449644888421770	O Governo de Minas Gerais avança na criação do Plano de Enfrentamento da Pobreza no Campo com ações desenvolvidas de modo integral e intersetorial. A união de esforços já permitiu que mais de 2.500 profissionais fossem qualificados no Capacita Suas e quase 4.000 famílias atendidas no Programa de Segurança Alimentar. #NovosEncontros Conheça outras ações: https://goo.gl/0lsiau  #PobrezaNoCampo #Governo  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16142764_1449644888421770_5721005238105287110_n.png?oh=ddf4c215bba8eb790b90cb8a842fa11a&oe=59494FDA	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16142764_1449644888421770_5721005238105287110_n.png?oh=e42743e14dfe3218c3a8790e5c07a877&oe=594367CF	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1449644888421770/?type=3	facebook.com	2017-01-23T16:01:55+0000	1485187315	2017-01-23 17:01:55	24	24	24	5	53	20	19	1	50	0	24	0	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1449415845111341	https://www.facebook.com/416907625028840/posts/1449415845111341	A #FebreAmarela é uma doença infecciosa grave  causada por vírus e transmitida por mosquitos  tanto em áreas urbanas e silvestres. Para o enfrentamento da doença  o #SUS oferece gratuitamente a vacina por meio do Calendário Nacional de Vacinação. Saiba mais: www.saude.mg.gov.br/febreamarela 😊💉👍💖 (via Saúde MG)	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16265655_1449415845111341_8062256482555224675_n.png?oh=985863344034696afedfae3c5f3a6622&oe=591148CD	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16265655_1449415845111341_8062256482555224675_n.png?oh=2089b463d10be1b947c5f962d2c7c507&oe=590C42D8	https://www.facebook.com/governomg/photos/a.416920118360924.107300.416907625028840/1449415845111341/?type=3	facebook.com	2017-01-23T11:59:42+0000	1485172782	2017-01-23 12:59:42	44	28	46	17	91	16	16	0	15	0	44	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1446378382081754	https://www.facebook.com/416907625028840/posts/1446378382081754	- Conheça as praias de Minas!  - Praias? Em Minas?  Isso mesmo. Seja em Pirapora  Capitólio ou São Gonçalo do Rio Preto  as beiras de lagos  rios e cachoeiras se transformam em refrescantes piscinas naturais. Cercadas de areia  as orlas das praias de Minas oferecem infraestrutura com quiosques e atividades esportivas  uma ótima opção de destino para esse período de final de férias. Confira: https://goo.gl/aKe7xI  #TurismoMG #PraiasDeMinas  Foto: Jussara Salomão	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16196085_1446378382081754_317409150846606362_n.png?oh=12452d797e1dcda9e3d8e5aacb7a91fb&oe=5901B9E2	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16196085_1446378382081754_317409150846606362_n.png?oh=9b2210a23bd097e17227e8fa5b0fb62d&oe=5911F91D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1446378382081754/?type=3	facebook.com	2017-01-21T12:30:02+0000	1485001802	2017-01-21 13:30:02	270	57	294	70	421	47	39	8	32	0	269	18	5	1	0	0	0
photo	post_page_416907625028840	416907625028840_1446406458745613	https://www.facebook.com/416907625028840/posts/1446406458745613	Minas Gerais inicia programa de qualificação profissional que responde às necessidades das empresas e da população. O objetivo é potencializar a colocação de profissionais no mercado de trabalho de acordo com a demanda existente. Já em 2017  1.200 vagas serão oferecidas em diversos cursos. Saiba mais: https://goo.gl/XwJTWC  #Qualificação #Oportunidades   Foto: Divulgação / BH Airport	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16143335_1446406458745613_2202842309811474825_n.png?oh=ee04ccbb1a68e97377f3dd1f1f5cfa87&oe=59437E9F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16143335_1446406458745613_2202842309811474825_n.png?oh=df2e74677c50fedcd47f225b3f968f52&oe=5905DC8A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1446406458745613/?type=3	facebook.com	2017-01-20T17:00:01+0000	1484931601	2017-01-20 18:00:01	37	32	39	12	83	21	21	0	11	0	37	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1445624932157099	https://www.facebook.com/416907625028840/posts/1445624932157099	Um novo exame pretende tornar mais rápido o esclarecimento dos casos de diarreia em Minas Gerais. Coordenada pela Funed  a nova metodologia permite um diagnóstico oportuno dos causadores da doença diarreica e rapidez nas medidas de controle da Vigilância Epidemiológica. Saiba como https://goo.gl/QRONdG  #Funed #Exames #Diarreia	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15978046_1445624932157099_8694814546313791035_n.png?oh=4f6226e9a5aacb3f3a09ad2eb6b94bcd&oe=594C22F4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15978046_1445624932157099_8694814546313791035_n.png?oh=f0b45d247e34df533ba1fbc01f8dfbb9&oe=591062E1	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1445624932157099/?type=3	facebook.com	2017-01-20T12:30:02+0000	1484915402	2017-01-20 13:30:02	31	22	32	9	63	16	16	0	13	0	31	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1445640872155505	https://www.facebook.com/416907625028840/posts/1445640872155505	A humanização do sistema socioeducativo contribui para que adolescentes tenham um horizonte com novas possibilidades.   Veja mais: https://goo.gl/WX69IR  Com foco na prevenção à criminalidade  o trabalho ocorre por meio do cumprimento de medidas socioeducativas e do atendimento integral ao jovem  com a oferta de experiências profissionalizantes  escolares  culturais  esportivas e artísticas.   #Socioeducativo #Ressocialização  Foto: Marcelo Sant’Anna / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16143011_1445640872155505_4457580467412702572_n.png?oh=04a98c0056cddc400c09b50f1794544c&oe=5947F4B6	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16143011_1445640872155505_4457580467412702572_n.png?oh=06a02085d1a86f2a0e72a7a9b1bebd98&oe=5916D8A3	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1445640872155505/?type=3	facebook.com	2017-01-19T17:29:38+0000	1484846978	2017-01-19 18:29:38	15	24	18	3	45	22	22	0	28	0	15	3	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1445481782171414	https://www.facebook.com/416907625028840/posts/1445481782171414	Faça sua inscrição para cursos técnicos de Enfermagem e Massoterapia. Ofertados pela Secretaria de Estado de Educação  os cursos atendem ao levantamento feito pelas próprias escolas junto às comunidades e se juntam a outras 12 modalidades já oferecidas em 107 escolas da rede estadual. Saiba como se matricular: https://goo.gl/2UoYmP  #EducaçãoMG #CursosProfissionalizantes	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16114637_1445481782171414_1087666143964161106_n.png?oh=f76c3a7f6c929121a1c07020515bd811&oe=594AF374	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16114637_1445481782171414_1087666143964161106_n.png?oh=04264ea6b124a00564be370acd96f217&oe=590D6F61	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1445481782171414/?type=3	facebook.com	2017-01-19T13:35:02+0000	1484832902	2017-01-19 14:35:02	48	22	50	31	103	18	18	0	2	0	48	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1444680275584898	https://www.facebook.com/416907625028840/posts/1444680275584898	Atenção! O período de escolha das vagas no processo de designação na rede estadual de ensino teve início hoje. Os interessados que irão participar na modalidade de seleção online têm até o dia 24 de janeiro para indicar suas preferências de escolas e turnos. https://goo.gl/YfHLBj  #Designação2017 #EducaçãoMG  Foto: Gil Leonardi / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16105758_1444680275584898_6321791817789106136_n.png?oh=b6a724a784402df8371e54c228d2591d&oe=59130C14	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16105758_1444680275584898_6321791817789106136_n.png?oh=b6d28e7684392f7d5936461f3a761c8f&oe=5901F601	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1444680275584898/?type=3	facebook.com	2017-01-18T18:24:42+0000	1484763882	2017-01-18 19:24:42	59	30	61	29	120	23	23	0	19	0	59	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1444498385603087	https://www.facebook.com/416907625028840/posts/1444498385603087	Conheça os territórios gastronômicos de Minas Gerais! Eles sediarão eventos que valorizam a gastronomia mineira por meio de mais um edital de incentivo. As propostas  elaboradas exclusivamente por Organizações da Sociedade Civil  devem ser encaminhadas à Codemig até o dia 2 de março. Confira: https://goo.gl/WaZbtU  #Turismo #Incentivo #Gastronomia  Foto: Acervo Setur / Fernando Piancasteli	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16002818_1444498385603087_9134122199971409879_n.png?oh=f6d7ea6c46a5615b1013f30dfa0740fa&oe=59100E6F	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16002818_1444498385603087_9134122199971409879_n.png?oh=1bcb138217b8941709732085b4aed851&oe=5943EA7A	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1444498385603087/?type=3	facebook.com	2017-01-18T13:35:32+0000	1484746532	2017-01-18 14:35:32	25	24	27	6	57	13	13	0	9	0	24	2	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1443682235684702	https://www.facebook.com/416907625028840/posts/1443682235684702	Minas Gerais vai disponibilizar R$ 120 milhões em créditos para cidades que tiveram queda na arrecadação dos royalties do minério. A medida integra o Programa BDMG Municípios Mineradores  lançado hoje pelo governador Fernando Pimentel com o objetivo de garantir a atividade no estado  além da geração de renda  empregos e arrecadação. O programa beneficia até 177 municípios. Confira https://goo.gl/HMdxK7  #Mineração #BDMG #Governador  Foto: Manoel Marques / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16143162_1443682235684702_417041991584531449_n.png?oh=fac7615635f362c80b988599fcaa25be&oe=59492BB4	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16143162_1443682235684702_417041991584531449_n.png?oh=f4a7eb7432d0efab9809e6f3b8da3fd7&oe=58FE2E4B	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1443682235684702/?type=3	facebook.com	2017-01-17T16:00:45+0000	1484668845	2017-01-17 17:00:45	60	57	63	12	132	34	34	0	29	0	60	2	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1442851252434467	https://www.facebook.com/416907625028840/posts/1442851252434467	O processo educacional de adolescentes em cumprimento de medidas socioeducativas possui características específicas. Aqui no Estado  a Secretaria de Educação definiu as diretrizes pedagógicas para as 17 escolas que oferecem atendimento escolar ao jovens do Sistema Socioeducativo. Saiba quais são elas: https://goo.gl/JpPKC3  #Socioeducativo #EducaçãoMG #Diretrizes	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15966230_1442851252434467_1407364348997048496_n.png?oh=209d8d5312444b9a8685b10ff93f5553&oe=5911DF7A	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15966230_1442851252434467_1407364348997048496_n.png?oh=d2a4245fac8d59afacaa8845e6e72c31&oe=590CD96F	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1442851252434467/?type=3	facebook.com	2017-01-17T12:05:02+0000	1484654702	2017-01-17 13:05:02	32	25	33	10	68	15	15	0	14	0	32	1	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1442804265772499	https://www.facebook.com/416907625028840/posts/1442804265772499	Com histórias de superação e recomeço  mulheres em situação de vulnerabilidade participam de ação inédita do Governo do Estado de Minas Gerais.  Mulheres Mil  é um projeto desenvolvido pela Utramig para garantir formação profissional às mulheres em diferentes Territórios de Desenvolvimento. Assista:	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16105232_1442809549105304_4356728272881451008_n.jpg?oh=3beb053555f1d5c6f17e5fe15a06db84&oe=5941BC1E	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16105232_1442809549105304_4356728272881451008_n.jpg?oh=76ce95bf9b17cfc6054cc6dcc89d4996&oe=5942CF3C	https://www.facebook.com/governomg/videos/1442804265772499/	facebook.com	2017-01-16T22:08:00+0000	1484604480	2017-01-16 23:08:00	33	25	37	29	91	13	12	1	19	0	33	4	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1442889399097319	https://www.facebook.com/416907625028840/posts/1442889399097319	Está no ar o hotsite com informações sobre o processo de designação 2017! ;) Criada pela Secretaria de Estado de Educação  a página torna mais fácil e prático o acesso de interessados ao processo. Confira o novo site e não se esqueça  a chamada inicial para designação presencial será realizada no período de 18 a 26 de janeiro. https://goo.gl/BUcw4Y  #EducaçãoMG #Designação2017	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16142458_1442889399097319_7678347967673422620_n.png?oh=8c0a4177c3c82e561ca6c09f1f561ba0&oe=59164DE9	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16142458_1442889399097319_7678347967673422620_n.png?oh=255902a47828c2ff0a9f8302f907470f&oe=5947F6FC	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1442889399097319/?type=3	facebook.com	2017-01-16T19:01:01+0000	1484593261	2017-01-16 20:01:01	193	87	195	189	471	60	56	4	62	0	192	0	1	0	0	0	0
photo	post_page_416907625028840	416907625028840_1442682372451355	https://www.facebook.com/416907625028840/posts/1442682372451355	Minas Gerais agiliza o procedimento para emissão da Carteira de Trabalho. Ao todo  71 postos de atendimento do Sine já funcionam com um novo sistema adquirido pela Secretaria de Estado de Trabalho e Desenvolvimento Social. Clique aqui para ver a lista das unidades que retomaram a emissão da CTPS. https://goo.gl/Lyodln  #TrabalhoMG #Sine #CTPS  Foto: Carlos Alberto / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/15895138_1442682372451355_4426283387642407972_n.png?oh=7e510b50f94cd031e218e10e39db0c74&oe=5919394B	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/15895138_1442682372451355_4426283387642407972_n.png?oh=42cb0affa58b78c182a620604d0eae72&oe=5911CD5E	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1442682372451355/?type=3	facebook.com	2017-01-16T15:15:02+0000	1484579702	2017-01-16 16:15:02	28	16	28	18	62	8	8	0	3	0	28	0	0	0	0	0	0
video	post_page_416907625028840	416907625028840_1442620429124216	https://www.facebook.com/416907625028840/posts/1442620429124216	Teófilo Otoni  conhecida como a capital mundial das pedras preciosas  é uma das cidades atendidas pelo Voe Minas Gerais. ;) Conheça o Programa de Integração Regional de Minas Gerais: https://goo.gl/NJGgkB.	https://scontent.xx.fbcdn.net/v/t15.0-10/s130x130/16121132_1442624582457134_7392095176950284288_n.jpg?oh=bc41aab5c81334f32985614c5146f2b0&oe=59172BF8	https://scontent.xx.fbcdn.net/v/t15.0-10/s720x720/16121132_1442624582457134_7392095176950284288_n.jpg?oh=23510f624a7c34f353526b3afcd60c10&oe=590CC6DA	https://www.facebook.com/governomg/videos/1442620429124216/	facebook.com	2017-01-16T12:09:56+0000	1484568596	2017-01-16 13:09:56	71	18	72	72	162	6	6	0	2	0	70	1	0	0	0	0	0
photo	post_page_416907625028840	416907625028840_1439926726060253	https://www.facebook.com/416907625028840/posts/1439926726060253	O Circuito Liberdade bate recorde de público ao receber  em 2016  1 5 milhão de visitantes. Com programação diversificada  atrações internacionais e diálogo aberto com a sociedade  os 14 espaços destinados à cultura arrebataram turistas e os moradores da capital mineira. Saiba quais foram as atrações recordistas de público: https://goo.gl/Prfupn  #CulturaMG #CircuitoLiberdade   Foto: Gil Leonardi / Imprensa MG	https://scontent.xx.fbcdn.net/v/t1.0-0/s130x130/16114191_1439926726060253_2166992655263396846_n.png?oh=e76b4b4b96781b87ce50c5d325f80cfe&oe=59189B38	https://scontent.xx.fbcdn.net/v/t1.0-9/s720x720/16114191_1439926726060253_2166992655263396846_n.png?oh=0b84215e6c1d03b1fdaa7a4de0a8ba8b&oe=5904602D	https://www.facebook.com/governomg/photos/a.417083648344571.107333.416907625028840/1439926726060253/?type=3	facebook.com	2017-01-15T12:30:03+0000	1484483403	2017-01-15 13:30:03	41	17	43	9	69	6	5	1	2	0	41	1	1	0	0	0	0
